hotelname,location,description,rating,location_splitted,city
Hôtel Tandem - Boutique Hôtel,"Gare de Strasbourg, Strasbourg","Ce boutique hôtel respectueux de l’environnement vous accueille en face de la gare TGV de Strasbourg, à seulement 1,7 km du centre-ville et à 5..",9.1,Strasbourg,Strasbourg
"Maison Rouge Strasbourg Hotel & Spa, Autograph Collection","Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","Situé dans la zone piétonne près de la place Kléber, l’établissement historique Maison Rouge est agrémenté de vitraux d’époque. Ses logements s..",8.8,Strasbourg,Strasbourg
MAISON LUTETIA R (ex Hotel Royal Lutetia),"Quartier Européen - Orangerie, Strasbourg","Situé à quelques minutes du centre historique de Strasbourg, à mi-chemin entre le Parlement européen et la gare centrale, cet hôtel vous accuei..",8.9,Strasbourg,Strasbourg
Aloft Strasbourg Etoile,Strasbourg,"Situé à Strasbourg, à moins de 2 km du musée d'histoire de la ville, l'Aloft Strasbourg Etoile dispose d'un bar et d'une terrasse. Il offre une..",8.7,Strasbourg,Strasbourg
Hotel & Spa REGENT PETITE FRANCE,"Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","Hôtel Régent Petite France & Spa is located in the centre of Strasbourg, in the heart of the Petite France district of the city. ",8.8,Strasbourg,Strasbourg
Hôtel ORIGAMI,Strasbourg,"Situé à Strasbourg, dans un bâtiment datant de 2018, l'hôtel ORIGAMI propose un bar et des chambres avec connexion Wi-Fi gratuite. ",8.9,Strasbourg,Strasbourg
Hotel Arok,"Gare de Strasbourg, Strasbourg","Situé à Strasbourg, à moins de 1,9 km du marché de Noël, l'Hotel Arok propose un bar, des chambres pour les personnes souffrant d'allergies et ..",8.7,Strasbourg,Strasbourg
BOMA easy living hotel,"Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","Le BOMA easy living hotel est situé à Strasbourg, à 300 mètres de la Petite France. Vous y bénéficierez d'un bistrot sur place et d’une connexi..",8.8,Strasbourg,Strasbourg
"Régent Contades, BW Premier Collection","Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","Le Regent Contades, BW Premier Collection est situé dans le centre-ville de Strasbourg, au bord de la rivière Ill et à 10 minutes à pied de la ..",8.7,Strasbourg,Strasbourg
Hotel Suisse,"Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","Situé dans un quartier central, l’Hotel Suisse vous accueille derrière la cathédrale de Strasbourg. Cet établissement à la gestion familiale pr..",8.7,Strasbourg,Strasbourg
"voco Strasbourg Centre - The Garden, an IHG Hotel",Strasbourg,"Doté d'un jardin et d'un restaurant, le voco Strasbourg Centre - The Garden, an IHG Hotel est situé à Strasbourg. Cet établissement possède éga..",8.5,Strasbourg,Strasbourg
Hotel des Vosges BW Premier Collection,"Gare de Strasbourg, Strasbourg","Situé à Strasbourg, à proximité de la gare ferroviaire et du centre-ville, l'Hôtel des Vosges vous propose des hébergements confortables et abo..",8.7,Strasbourg,Strasbourg
Médicis Home Strasbourg,"Neudorf - Port du Rhin, Strasbourg",Hébergement géré par un particulier,8.3,Strasbourg,Strasbourg
HANNONG Hotel & Wine Bar,"Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","L'Hôtel Hannong est situé au cœur de Strasbourg, à seulement 5 minutes de marche de la gare TGV, de la cathédrale et du quartier de la Petite F..",8.6,Strasbourg,Strasbourg
K Hotel,Strasbourg,"Situé à Strasbourg, le K Hotel dispose d’une salle de sport et offre une vue sur la ville. ",8.7,Strasbourg,Strasbourg
Garrigae Villa La Florangerie - Hôtel & SPA,"Quartier Européen - Orangerie, Strasbourg","Doté d’une piscine extérieure, le Garrigae Villa La Florangerie - Hôtel & SPA est un hôtel 4 étoiles proposant des chambres climatisées avec un..",8.6,Strasbourg,Strasbourg
"Hotel Rohan, Centre Cathédrale","Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","L'Hôtel De Rohan est situé dans le centre historique de Strasbourg, à seulement 150 mètres de la cathédrale et du palais Rohan. L'hôtel dispose..",8.5,Strasbourg,Strasbourg
Hotel Beaucour,"Centre de Strasbourg - Petite France - Cathédrale, Strasbourg","Construit autour d'une cour fleurie et doté d'un salon commun orné d'une cheminée, l'hôtel Beaucour propose des hébergements dans le centre de ..",8.6,Strasbourg,Strasbourg
Hôtel De L'Ill,"Bourse-Esplanade, Strasbourg","L'Hôtel De L'ill vous accueille à Strasbourg,dans une rue à sens unique, à mi-chemin entre la cathédrale et l'université. Il vous propose une g..",8.7,Strasbourg,Strasbourg
L'Hostellerie du Château,Eguisheim,"L'établissement L'Hostellerie du Château est situé au cœur du village médiéval d'Eguisheim, sur la route des vins d'Alsace. ",9.0,Eguisheim,Eguisheim
James Vignoble Hôtel - Eguisheim,Eguisheim,Le James Vignoble Hôtel - Eguisheim vous accueille en plein cœur du vignoble d'Eguisheim. Il offre une vue spectaculaire sur la Forêt-Noire. ,8.7,Eguisheim,Eguisheim
Hôtel L'Auberge Alsacienne,Eguisheim,"Situé dans le village d'Eguisheim, en Alsace, l'Hôtel L'Auberge Alsacienne propose des chambres modernes avec salle de bains privative et un re..",8.6,Eguisheim,Eguisheim
Résidence Pierre & Vacances Le Clos d'Eguisheim,Eguisheim,"La Résidence Pierre & Vacances Le Clos d’Eguisheim est située à 700 mètres du centre du village d’Eguisheim en Alsace, le long de la route des ..",8.0,Eguisheim,Eguisheim
Hotel SPA Husseren Collections - Proche Colmar - Eguisheim,Husseren-les-Châteaux,"L'hôtel, avec terrasses orientées au sud, est situé entre vignes et forêt, au pied des ruines des trois châteaux au cœur de l'Alsace, sur la ro..",8.7,Husseren-les-Châteaux,Eguisheim
Park Hôtel Grenoble - MGallery,Grenoble,"Le Park Hôtel Grenoble - MGallery vous accueille dans le centre de Grenoble, au bord du parc Paul Mistral et à 2 minutes à pied d'un arrêt de t..",8.9,Grenoble,Grenoble
1924 Hôtel,Grenoble,"Situé au cœur de Grenoble, à seulement 450 mètres de la gare SNCF, le 1924 Hôtel propose une connexion Wi-Fi gratuite. L'arrêt de tramway Alsac..",8.5,Grenoble,Grenoble
Le Grand Hôtel Grenoble,"Grenoble City Centre, Grenoble","Le Grand Hôtel Grenoble est un établissement 4 étoiles situé dans le centre-ville de Grenoble, à 10 mètres de la place Grenette. Les chambres s..",8.4,Grenoble,Grenoble
Tempologis Grenoble,Grenoble,Le Tempologis Grenoble est situé à Grenoble et propose des hébergements indépendants. Une connexion Wi-Fi est disponible gratuitement. ,8.1,Grenoble,Grenoble
La petite Maison,Grenoble,Hébergement géré par un particulier,8.3,Grenoble,Grenoble
Hôtel de l'Europe Grenoble hyper-centre,"Grenoble City Centre, Grenoble","Situé au cœur de Grenoble, l'Hôtel de l'Europe Grenoble hyper-centre est le plus ancien hôtel de la ville, installé dans un bâtiment datant du ..",8.3,Grenoble,Grenoble
Maison Barbillon Grenoble,Grenoble,"La Maison Barbillon Grenoble vous accueille à Grenoble, à seulement 100 mètres de la gare. ",8.3,Grenoble,Grenoble
Okko Hotels Grenoble Jardin Hoche,"Grenoble City Centre, Grenoble","Situé à Grenoble, à proximité immédiate du jardin Hoche, l’Okko Hotels Grenoble Jardin Hoche possède un sauna et une salle de sport. ",8.1,Grenoble,Grenoble
Le Hüb - Grenoble,Grenoble,"Le Hüb - Grenoble vous accueille à 300 mètres du centre de congrès World Trade Center Grenoble. Il propose un salon commun, un restaurant, un b..",8.2,Grenoble,Grenoble
"The Originals Résidence, Grenoble Université",Saint-Martin-dʼHères,"Le The Originals Résidence, Grenoble Université vous accueille à Saint-Martin-d'Hères, à respectivement 5 et 15 minutes de route du musée de Gr..",8.0,Saint-Martin-dʼHères,Grenoble
L'Esquisse Hotel & Spa Colmar - Mgallery,"Centre-ville de Colmar, Colmar",Vous avez trouvé votre station balnéaire à Colmar : L'Esquisse Hotel & Spa Colmar - Mgallery est un hôtel 5 étoiles situé au cœur du centre his..,9.0,Colmar,Colmar
Relais & Châteaux La Maison Des Têtes,"Centre-ville de Colmar, Colmar",L'établissement La Maison Des Têtes se trouve dans la ville alsacienne historique de Colmar. ,8.9,Colmar,Colmar
James Boutique Hôtel Colmar centre,"Centre-ville de Colmar, Colmar","Affichant une décoration contemporaine et moderne, l'établissement James Boutique Hôtel Colmar centre (Ouverture Novembre 2016) se situe à Colm..",9.0,Colmar,Colmar
Colmar Hotel,Colmar,"Le Colmar Hotel vous accueille à Colmar, à 1 km de la Maison des Têtes et à 1,2 km de la place des Dominicains, où se déroule le marché de Noël..",9.0,Colmar,Colmar
Novotel Suites Colmar Centre,Colmar,"Situé à Colmar, à 2 km de la collégiale Saint-Martin, le Novotel Suites Colmar Centre propose des hébergements ainsi qu’un bar, un parking priv..",8.9,Colmar,Colmar
Hotel Le Colombier Suites,"Centre-ville de Colmar, Colmar","L'Hotel Le Colombier Suites se trouve au cœur de Colmar, dans le quartier de la Petite Venise. Il propose des chambres et des suites insonorisé..",8.5,Colmar,Colmar
PAUL & PIA - Welcome Home Hotel,"Centre-ville de Colmar, Colmar","L’Hôtel Centre Gare est situé à 500 mètres de la gare et de la vieille ville de Colmar. La place des Dominicains, où se déroule le marché de No..",8.7,Colmar,Colmar
Le Colombier,"Centre-ville de Colmar, Colmar","L'hôtel Le Colombier est situé dans le quartier de la Petite Venise, dans le centre-ville de Colmar. Le musée d'histoire naturelle de Colmar se..",8.4,Colmar,Colmar
Hotel Restaurant Le Maréchal - Les Collectionneurs,"Centre-ville de Colmar, Colmar","Construit en 1565 sur les fortifications d'origine de la ville, l'Hostellerie Le Marechal est un établissement 4 étoiles situé dans le quartier..",8.6,Colmar,Colmar
Comfort Hotel Expo Colmar,Colmar,"Installé à 4 km du centre-ville de Colmar et à 2 km de l’autoroute A35, le Comfort Hotel Expo Colmar vous propose une réception ouverte 24h/24,..",8.6,Colmar,Colmar
Hôtel Turenne,Colmar,"L'Hôtel Turenne est situé à l'entrée du vieux quartier de Colmar, à 750 mètres de l'église Saint Martin. Il propose des chambres climatisées av..",8.4,Colmar,Colmar
Hôtel Quatorze,"Centre-ville de Colmar, Colmar",L'Hôtel Quatorze est un établissement design situé dans le centre de Colmar. Il propose gratuitement une connexion Wi-Fi ainsi qu'un accès priv..,8.2,Colmar,Colmar
Résidence Pierre & Vacances La Petite Venise,Colmar,"La résidence Pierre & Vacances La Petite Venise est située au cœur de Colmar, dans le quartier de la Petite Venise, à 650 mètres de la gare de ..",8.2,Colmar,Colmar
Ibis Styles Colmar Centre,"Centre-ville de Colmar, Colmar","L'Ibis Styles Colmar Centre occupe une ancienne brasserie du XVIIIe siècle dans le centre historique, à seulement 200 mètres de l'église gothiq..",8.2,Colmar,Colmar
Kyriad Colmar Centre Unterlinden,Colmar,"Situé à 650 mètres du centre-ville de Colmar, au cœur de l'Alsace, le Kyriad Colmar Centre Unterlinden propose une connexion Wi-Fi gratuite et ..",8.3,Colmar,Colmar
Hotel Saint-Martin,"Centre-ville de Colmar, Colmar","Situé au cœur de la vieille ville de Colmar, à proximité du quartier de la Petite Venise et de la célèbre rue des Marchands, l'hôtel Saint-Mart..",8.2,Colmar,Colmar
Greet Hotel Colmar,Colmar,"Le Greet Hotel Colmar se trouve à l’entrée de Colmar, à seulement 1,3 km de l’historique quartier de la Petite Venise. La connexion Wi-Fi est g..",8.2,Colmar,Colmar
Le Rapp,"Centre-ville de Colmar, Colmar","Le Rapp est pourvu d'un emplacement idéal, au cœur du vieux Colmar, à 290 mètres du marché de Noël de la place des Dominicains. La connexion Wi..",8.1,Colmar,Colmar
B&B HOTEL Colmar Expo,Colmar,"Doté d'une connexion Wi-Fi dans tout l'établissement et d'un parking privé gratuits, le B&B HOTEL Colmar Expo propose des hébergements à Colmar..",8.0,Colmar,Colmar
Mercure Colmar Centre Unterlinden,"Centre-ville de Colmar, Colmar","Installé à 2 minutes à pied du musée Unterlinden et à 13 minutes de marche de la petite Venise, dans le centre-ville de Colmar, le Mercure Colm..",8.0,Colmar,Colmar
Rivage Hôtel & Spa Annecy,Annecy,"Établissement 4 étoiles, le Rivage Hôtel & Spa Annecy vous accueille à Annecy, à 2,1 km du palais de l’Isle et à 2,2 km du château d’Annecy. ",8.9,Annecy,Annecy
Hébé Hotel,"Centre-ville d'Annecy, Annecy"," Nouvel hôtel - Ouverture en mai 2021. L’Hébé Hotel est situé dans le centre d’Annecy, à 10 minutes à pied du lac. ",8.8,Annecy,Annecy
Les Loges Annecy Vieille Ville,"Centre-ville d'Annecy, Annecy","L'établissement Les Loges Annecy Vieille Ville propose des appartements indépendants 5 étoiles au cœur du quartier historique d'Annecy, à seule..",8.3,Annecy,Annecy
Allobroges Park Hôtel,"Centre-ville d'Annecy, Annecy","L'établissement 3 étoiles Allobroges Park Hôtel vous accueille dans le centre-ville d'Annecy, à 10 minutes à pied du château d'Annecy. ",8.7,Annecy,Annecy
Le Pélican,Annecy,"Situé à Annecy, à 37 km de Rochexpo, l'établissement Le Pélican propose un restaurant, un parking privé, une piscine extérieure ouverte en sais..",8.6,Annecy,Annecy
Impérial Palace,Annecy,"Situé au cœur des Alpes françaises, l'Impérial Palace est un hôtel 4 étoiles au bord du lac d'Annecy, à environ 1,5 km du centre d'Annecy. Il p..",8.5,Annecy,Annecy
Le Clos Des Sens,Annecy,"Situé au cœur d'Annecy-le-Vieux, l'établissement Le Clos Des Sens vous accueille dans un cadre raffiné et élégant, idéal pour un séjour de luxe..",8.4,Annecy,Annecy
Hôtel Le Pré Carré,"Centre-ville d'Annecy, Annecy","L'Hôtel Le Pré Carré est situé au cœur d'Annecy, à seulement 250 mètres du lac du même nom. ",8.4,Annecy,Annecy
Aparthotel Adagio Annecy Centre,Annecy,"Doté dune salle de sport, l'Aparthotel Adagio Annecy Centre propose des studios et des appartements munis d'une connexion Wi-Fi gratuite, dans ..",8.3,Annecy,Annecy
Le Bel Abri,Annecy,L'hôtel Le Bel Abri occupe une ancienne maison familiale. Il est situé à 1 minute à pied du lac d'Annecy et à 6 minutes en voiture du centre-vi..,8.6,Annecy,Annecy
Hôtel du Palais de l'Isle,"Centre-ville d'Annecy, Annecy","L’hôtel du Palais de l’Isle est situé au cœur d’Annecy, à quelques pas du château. Il propose des chambres décorées de manière unique donnant s..",8.3,Annecy,Annecy
Best Western Plus Hotel Carlton Annecy,"Centre-ville d'Annecy, Annecy","Le Best Western Carlton Annecy est installé dans le centre d'Annecy, aux portes de la ville médiévale. Le lac d'Annecy se trouve à 10 minutes à..",8.3,Annecy,Annecy
Le Splendid Hotel Lac D'Annecy,"Centre-ville d'Annecy, Annecy","Donnant sur le lac d’Annecy, le Splendid Hotel Lac D'Annecy se situe dans le centre de la vieille ville d’Annecy, à quelques pas des rues comme..",8.3,Annecy,Annecy
Hôtel Catalpa,Annecy,"Installé juste à proximité des rives du lac d’Annecy, à 1,5 km du centre-ville, l’hôtel Catalpa propose une connexion Wi-Fi haut débit gratuite..",8.3,Annecy,Annecy
Hôtel de Bonlieu,"Centre-ville d'Annecy, Annecy","Situé à 500 mètres du lac d'Annecy et à 12 minutes à pied du château, l'Hôtel de Bonlieu propose une réception ouverte 24h/24 ainsi que des héb..",8.4,Annecy,Annecy
Hotel Les Terrasses,Annecy,"L’Hotel Les Terrasses est situé dans le centre-ville d'Annecy, à seulement 5 minutes à pied de la gare SNCF. ",8.3,Annecy,Annecy
Best Western Hotel International,"Centre-ville d'Annecy, Annecy","Doté d'une salle de sport avec un hammam et un jacuzzi, le Best Western Hotel International est situé à l'entrée d'Annecy, à 2 km du lac d'Anne..",8.1,Annecy,Annecy
Campanile Annecy Centre - Gare,"Centre-ville d'Annecy, Annecy","Situé à Annecy, à 300 mètres de la gare ainsi qu'à 5 minutes de marche de la vieille ville et du lac, le Campanile Annecy Centre - Gare accepte..",8.1,Annecy,Annecy
Privilodges Le Royal - Apparthotel,"Centre-ville d'Annecy, Annecy","Le Privilodges Le Royal - Apparthotel vous accueille à 200 mètres du lac d'Annecy et à 350 mètres de la prison du Palais de l'Isle, au cœur de ..",8.1,Annecy,Annecy
ibis Annecy Centre Vieille Ville,"Centre-ville d'Annecy, Annecy","Situé à seulement 700 mètres du lac d'Annecy, l'ibis Annecy Centre Vieille Ville possède une réception ouverte 24h/24, une bagagerie, ainsi qu'..",8.2,Annecy,Annecy
ibis Styles Annecy Centre Gare,Annecy,L’ibis Styles Annecy Centre Gare est situé à 5 minutes à pied de la gare d’Annecy. Vous rejoindrez la vieille ville et le lac d’Annecy en 15 mi..,8.1,Annecy,Annecy
Hotel des Marquisats,Annecy,"Situé à seulement 200 mètres du lac d'Annecy, l'Hotel des Marquisats offre une vue spectaculaire sur le lac et les Alpes. ",8.0,Annecy,Annecy
Black Bass Hotel,Sévrier,"Situé à Sévrier, à 7 km de l'école de ski Annecy Semnoz, le Black Bass Hotel propose une piscine extérieure, une salle de sport, un jardin et u..",8.8,Sévrier,Annecy
Cote Ouest,Sévrier,"Le Cote Ouest est installé en face du lac d’Annecy, à 15 minutes de route de la gare. ",8.8,Sévrier,Annecy
"Hôtel Beauregard, The Originals Relais (Inter-Hotel)",Sévrier,"L'Hôtel Beauregard, The Originals Relais (Inter-Hotel) vous accueille sur les rives du lac d'Annecy. Il offre une vue panoramique sur le lac et..",8.2,Sévrier,Annecy
"InterContinental Lyon - Hotel Dieu, an IHG Hotel","2e arr., Lyon","Situé à Lyon, l'InterContinental Lyon - Hotel Dieu, an IHG Hotel comprend un bar, un restaurant, une salle de sport et un jardin. Vous pourrez ..",9.1,Lyon,Lyon
Villa Maïa,"5e arr., Lyon","Située sur la colline de Fourvière à Lyon, la Villa Maïa propose une piscine intérieure chauffée, un bain à remous, un hammam et une salle de s..",9.1,Lyon,Lyon
Hôtel de l'Abbaye - Lyon,"2e arr., Lyon","L’Hôtel de l'Abbaye - Lyon vous accueille à Lyon, à 1,3 km du musée Miniature et Cinéma et à 2,3 km du musée des Beaux-Arts. ",9.0,Lyon,Lyon
MHL - Maison Hotel Lyon,"6e arr., Lyon","Installée dans le centre-ville de Lyon, à seulement 600 mètres du Théâtre Tête d'or, la Maison Hôtel propose un hébergement indépendant en dupl..",9.5,Lyon,Lyon
"Cour des Loges Lyon, a member of Radisson Individuals","5e arr., Lyon","L'établissement Cour des Loges est situé dans le Vieux Lyon, à 4 minutes à pied de la cathédrale Saint-Jean-Baptiste. ",8.8,Lyon,Lyon
Bayard Bellecour,"2e arr., Lyon","Le Bayard Bellecour occupe une authentique maison historique au cœur de la ville. Affichant une décoration traditionnelle, l’établissement prop..",8.9,Lyon,Lyon
"Hotel De Verdun 1882, BW Signature Collection","2e arr., Lyon","L'Hotel De Verdun 1882, BW Signature Collection est situé dans le centre de Lyon, sur la presqu'île, à 450 mètres de la gare TGV de Lyon-Perrac..",9.1,Lyon,Lyon
Villa Florentine,"5e arr., Lyon",La Villa Florentine vous accueille au cœur du Vieux Lyon et offre une vue panoramique sur la ville. ,8.8,Lyon,Lyon
Mercure Lyon Centre - Gare Part Dieu,"3e arr., Lyon","Situé dans le quartier des affaires de Lyon, le Mercure Lyon Centre Gare Part-Dieu propose une connexion Wi-Fi gratuite, à 100 mètres de la gar..",8.6,Lyon,Lyon
Boscolo Lyon Hotel & Spa,"2e arr., Lyon","Le Boscolo Lyon Hotel & Spa occupe un bâtiment historique de la presqu&#39;île de Lyon, sur les rives du Rhône, à 850 mètres de l&#39;opéra nat..",8.6,Lyon,Lyon
Le Phénix Hôtel,"5e arr., Lyon","Installé dans le quartier du Vieux-Lyon, Le Phénix Hôtel vous propose des hébergements climatisés avec connexion Wi-Fi gratuite. ",8.5,Lyon,Lyon
Fourvière Hôtel,"5e arr., Lyon","Situé sur la colline de Fourvière qui surplombe la vieille ville de Lyon, le Fourvière Hôtel offre une vue sur la métropole. Il comprend une pi..",8.5,Lyon,Lyon
Hotel Carlton Lyon - MGallery Hotel Collection,"2e arr., Lyon","Occupant un bâtiment datant de 1894, l’Hotel Carlton Lyon - MGallery Hotel Collection vous accueille sur la Presqu’île de Lyon, à 5 minutes à p..",8.5,Lyon,Lyon
Maison Nô - Hôtel et Rooftop,"1er arr., Lyon","Situé dans le centre de Lyon, le Maison Nô - Hôtel et Rooftop propose des hébergements dotés d’une connexion Wi-Fi gratuite, un sauna et une sa..",8.5,Lyon,Lyon
Warwick Reine Astrid - Lyon,"6e arr., Lyon","Bénéficiant d'une salle de sport avec un sauna, le Warwick Reine Astrid propose des hébergements à Lyon, en face du parc de la Tête d'Or, à pro..",8.3,Lyon,Lyon
Mercure Lyon Centre Beaux-Arts,"2e arr., Lyon","Situé dans le centre de Lyon, dans un bâtiment datant du XIXe siècle, l'hôtel Mercure se trouve à 8 minutes à pied de la vieille ville de Lyon ..",8.4,Lyon,Lyon
Hotel Le Royal Lyon - MGallery,"2e arr., Lyon","Donnant sur la place Bellecour, dans le centre de Lyon, l’Hotel Le Royal Lyon - MGallery Collection propose des hébergements à seulement 10 min..",8.5,Lyon,Lyon
Hôtel Edmond W Lyon Part-Dieu,"6e arr., Lyon","Situé dans un cadre paisible à l'est de Lyon, à 700 mètres de la gare de Lyon-Part-Dieu et à 4 km du centre de congrès de la Cité international..",8.6,Lyon,Lyon
Alexandra,"2e arr., Lyon","Situé dans le centre historique de Lyon, à proximité des rues piétonnes, l'hôtel Alexandra propose un hébergement 4 étoiles avec une réception ..",8.3,Lyon,Lyon
Okko Hotels Lyon Pont Lafayette,"6e arr., Lyon","Situé à 5 minutes à pied de la Presqu’île et à 10 minutes de marche de la place des Terreaux et de l’opéra de Lyon, l’Okko Hotels Lyon Pont Laf..",8.3,Lyon,Lyon
Domitys Le Pont des Lumières,"7e arr., Lyon",Le Domitys Le Pont des Lumières est un établissement entièrement non-fumeurs proposant des appartements dans le centre-ville de Lyon. ,8.8,Lyon,Lyon
Aparthotel Adagio Lyon Patio Confluence,"2e arr., Lyon","L’Aparthotel Adagio Lyon Patio Confluence propose des hébergements avec accès gratuit à une salle de sport dans le 2ème arrondissement de Lyon,..",8.5,Lyon,Lyon
Hôtel Des Artistes,"2e arr., Lyon","L'Hôtel Des Artistes se situe dans le centre-ville de Lyon, en face de la place des Célestins et à seulement 2 minutes de marche de la place Be..",8.6,Lyon,Lyon
Novotel Lyon Confluence,"2e arr., Lyon","Implanté dans le centre de Lyon, sur les rives de la Saône, le Novotel Lyon Confluence propose une terrasse et un bar avec vue panoramique sur ..",8.1,Lyon,Lyon
Globe Et Cecil,"2e arr., Lyon","Situé dans le quartier de la Presqu'île, l'hôtel Globe Et Cecil bénéficie d'un emplacement en plein cœur de Lyon. ",8.2,Lyon,Lyon
Hôtel des Halles,"Centre-ville de Dijon, Dijon","L'Hôtel des Halles vous accueille dans le centre-ville historique de Dijon, à 50 mètres de la zone piétonne et à 300 mètres du marché couvert d..",8.8,Dijon,Dijon
Hostellerie Du Chapeau Rouge,"Centre-ville de Dijon, Dijon","Bénéficiant d'un emplacement privilégié au cœur de Dijon, à proximité du centre historique, des musées et des rues commerçantes, l'Hostellerie ..",8.7,Dijon,Dijon
Hôtel des Ducs,"Centre-ville de Dijon, Dijon","Situé à 50 mètres du palais des ducs, dans le centre historique de Dijon classé au patrimoine mondial de l'UNESCO, l'Hôtel des Ducs propose un ..",8.5,Dijon,Dijon
Grand Hotel La Cloche Dijon - MGallery,"Centre-ville de Dijon, Dijon","Situé au cœur de la Bourgogne, le GH La Cloche Dijon MGallery bénéficie d'un emplacement idéal à proximité des principales attractions dont les..",8.4,Dijon,Dijon
Oceania Le Jura Dijon,"Centre-ville de Dijon, Dijon","L'Oceania Le Jura Dijon vous accueille dans le centre-ville, à 200 mètres de la gare et à 10 minutes de tramway du Palais des Congrès. ",8.4,Dijon,Dijon
Residhome Dijon Cité Des Vignes,"Centre-ville de Dijon, Dijon","Situé dans le centre de Dijon, à moins de 1 km de l'église Saint-Philibert et à 11 minutes à pied de la gare, le Residhome Dijon Cité Des Vigne..",8.7,Dijon,Dijon
Vertigo | a Member of Design Hotels™,"Centre-ville de Dijon, Dijon","Proposant une piscine intérieure, un spa Nuxe et un centre de bien-être, le Vertigo - Design Hotels est un hôtel design situé à Dijon. ",8.1,Dijon,Dijon
ibis Styles Dijon Central,"Centre-ville de Dijon, Dijon","Situé dans une zone piétonne, au cœur du quartier historique de Dijon, l'hôtel ibis Styles Dijon Central se trouve à seulement 1 km de la gare ..",8.1,Dijon,Dijon
Aparthotel Adagio Access Dijon République,Dijon,"Situé dans le centre-ville de Dijon, à seulement 3 minutes à pied de la place de la République, l'Aparthotel Adagio Access Dijon République pro..",8.3,Dijon,Dijon
City Loft Apparthotel,"Centre-ville de Dijon, Dijon","Idéalement situé au cœur du quartier piétonnier, le City Loft Apparthotel se trouve près du palais des ducs. ",8.1,Dijon,Dijon
Hotel Le Jacquemart,"Centre-ville de Dijon, Dijon","Situé au cœur de Dijon, capitale de la Bourgogne, près du Palais des Ducs de Bourgogne, l'hôtel Le Jacquemart bénéficie d’une situation privilé..",8.1,Dijon,Dijon
Odalys City Dijon Les Cordeliers,"Centre-ville de Dijon, Dijon",L’Odalys City Dijon Les Cordeliers vous accueille dans le centre historique de Dijon. ,8.0,Dijon,Dijon
"Holiday Inn Express Dijon, an IHG Hotel",Dijon,"Situé à Saint-Apollinaire, l'Holiday Inn Express Dijon possède une piscine extérieure. Cet établissement climatisé propose une réception ouvert..",8.1,Dijon,Dijon
Mercure Dijon Centre Clemenceau,Dijon,"Le Mercure Dijon Centre Clémenceau est un établissement 4 étoiles non-fumeurs situé dans le centre de Dijon, en face de l'Auditorium et du cent..",8.0,Dijon,Dijon
Logis Hotel Darcy Dijon Centre,"Centre-ville de Dijon, Dijon","Situé dans une zone piétonne en plein centre de Dijon, le Logis Hotel Darcy Dijon Centre propose une réception ouverte 24h/24, une bagagerie et..",8.0,Dijon,Dijon
Campanile Dijon Congrès Clemenceau,Dijon,"Situé à Dijon, le Campanile Dijon Congrès Clémenceau propose des chambres climatisées et une connexion Wi-Fi gratuite dans tous ses locaux. ",8.1,Dijon,Dijon
